,now,doc,size(MB),storageSize(MB),chunk,insert_per_10sec
534,2016-03-25 16:42:22,80665448,19125.0,5702.0,0,124311
535,2016-03-25 16:42:33,80873115,19174.0,5714.0,0,207667
536,2016-03-25 16:42:43,81017592,19208.0,5728.0,0,144477
537,2016-03-25 16:42:53,81196981,19251.0,5737.0,0,179389
538,2016-03-25 16:43:03,81338246,19285.0,5749.0,0,141265
539,2016-03-25 16:43:14,81462851,19314.0,5756.0,0,124605
540,2016-03-25 16:43:24,81632392,19354.0,5767.0,0,169541
541,2016-03-25 16:43:34,81760298,19384.0,5777.0,0,127906
542,2016-03-25 16:43:44,81933112,19425.0,5786.0,0,172814
543,2016-03-25 16:43:54,82084443,19461.0,5802.0,0,151331
544,2016-03-25 16:44:05,82229410,19495.0,5807.0,0,144967
545,2016-03-25 16:44:15,82379624,19531.0,5818.0,0,150214
546,2016-03-25 16:44:25,82543884,19570.0,5832.0,0,164260
547,2016-03-25 16:44:36,82685694,19603.0,5843.0,0,141810
548,2016-03-25 16:44:46,82803414,19631.0,5851.0,0,117720
549,2016-03-25 16:44:56,83016911,19682.0,5869.0,0,213497
550,2016-03-25 16:45:06,83158688,19716.0,5876.0,0,141777
551,2016-03-25 16:45:16,83346667,19760.0,5890.0,0,187979
552,2016-03-25 16:45:27,83495227,19796.0,5897.0,0,148560
553,2016-03-25 16:45:37,83652560,19833.0,5914.0,0,157333
554,2016-03-25 16:45:47,83771440,19862.0,5923.0,0,118880
555,2016-03-25 16:45:57,83948195,19903.0,5937.0,0,176755
556,2016-03-25 16:46:08,84098779,19939.0,5946.0,0,150584
557,2016-03-25 16:46:18,84228576,19969.0,5954.0,0,129797
558,2016-03-25 16:46:28,84372831,20004.0,5967.0,0,144255
559,2016-03-25 16:46:38,84518771,20038.0,5978.0,0,145940
560,2016-03-25 16:46:49,84641232,20067.0,5983.0,0,122461
561,2016-03-25 16:46:59,84824867,20111.0,5997.0,0,183635
562,2016-03-25 16:47:09,84991285,20150.0,6008.0,0,166418
563,2016-03-25 16:47:19,85111498,20179.0,6015.0,0,120213
564,2016-03-25 16:47:30,85284688,20220.0,6027.0,0,173190
565,2016-03-25 16:47:40,85422756,20252.0,6042.0,0,138068
566,2016-03-25 16:47:50,85576068,20289.0,6050.0,0,153312
567,2016-03-25 16:48:00,85730205,20326.0,6057.0,0,154137
568,2016-03-25 16:48:11,85873628,20359.0,6069.0,0,143423
569,2016-03-25 16:48:21,86052284,20402.0,6082.0,0,178656
570,2016-03-25 16:48:31,86211202,20439.0,6094.0,0,158918
571,2016-03-25 16:48:41,86360104,20475.0,6106.0,0,148902
572,2016-03-25 16:48:52,86510750,20510.0,6115.0,0,150646
573,2016-03-25 16:49:02,86664286,20547.0,6126.0,0,153536
574,2016-03-25 16:49:12,86834576,20587.0,6140.0,0,170290
575,2016-03-25 16:49:23,86986555,20624.0,6150.0,0,151979
576,2016-03-25 16:49:33,87113931,20653.0,6156.0,0,127376
577,2016-03-25 16:49:44,87251430,20687.0,6170.0,0,137499
578,2016-03-25 16:49:54,87415793,20725.0,6180.0,0,164363
579,2016-03-25 16:50:04,87589244,20766.0,6189.0,0,173451
580,2016-03-25 16:50:14,87723795,20798.0,6201.0,0,134551
581,2016-03-25 16:50:25,87864918,20831.0,6210.0,0,141123
582,2016-03-25 16:50:35,88044258,20874.0,6224.0,0,179340
583,2016-03-25 16:50:45,88219870,20916.0,6235.0,0,175612
584,2016-03-25 16:50:55,88335119,20943.0,6240.0,0,115249
585,2016-03-25 16:51:06,88523815,20988.0,6256.0,0,188696
586,2016-03-25 16:51:16,88680889,21025.0,6265.0,0,157074
587,2016-03-25 16:51:26,88832960,21061.0,6277.0,0,152071
588,2016-03-25 16:51:36,88988713,21098.0,6284.0,0,155753
589,2016-03-25 16:51:47,89133680,21132.0,6302.0,0,144967
590,2016-03-25 16:51:57,89283762,21168.0,6307.0,0,150082
591,2016-03-25 16:52:07,89417552,21200.0,6321.0,0,133790
592,2016-03-25 16:52:17,89544935,21230.0,6330.0,0,127383
593,2016-03-25 16:52:27,89736811,21275.0,6339.0,0,191876
594,2016-03-25 16:52:38,89918466,21318.0,6356.0,0,181655
595,2016-03-25 16:52:48,90014799,21341.0,6366.0,0,96333
596,2016-03-25 16:52:58,90212693,21388.0,6376.0,0,197894
597,2016-03-25 16:53:08,90308730,21411.0,6386.0,0,96037
598,2016-03-25 16:53:18,90402049,21433.0,6393.0,0,93319
599,2016-03-25 16:53:29,90490070,21454.0,6397.0,0,88021
600,2016-03-25 16:53:39,90579923,21475.0,6402.0,0,89853
601,2016-03-25 16:53:49,90698920,21503.0,6414.0,0,118997
602,2016-03-25 16:53:59,90757320,21517.0,6416.0,0,58400
603,2016-03-25 16:54:09,90876317,21545.0,6425.0,0,118997
604,2016-03-25 16:54:19,90965792,21567.0,6432.0,0,89475
605,2016-03-25 16:54:30,91080209,21594.0,6434.0,0,114417
606,2016-03-25 16:54:40,91148362,21610.0,6441.0,0,68153
607,2016-03-25 16:54:50,91270540,21639.0,6454.0,0,122178
608,2016-03-25 16:55:00,91359213,21660.0,6460.0,0,88673
609,2016-03-25 16:55:10,91446871,21681.0,6467.0,0,87658
610,2016-03-25 16:55:20,91565868,21709.0,6469.0,0,118997
611,2016-03-25 16:55:31,91655285,21730.0,6481.0,0,89417
612,2016-03-25 16:55:41,91748604,21752.0,6488.0,0,93319
613,2016-03-25 16:55:51,91838021,21773.0,6494.0,0,89417
614,2016-03-25 16:56:01,91907123,21790.0,6497.0,0,69102
615,2016-03-25 16:56:11,92024094,21817.0,6506.0,0,116971
616,2016-03-25 16:56:21,92109089,21838.0,6513.0,0,84995
617,2016-03-25 16:56:32,92228086,21866.0,6518.0,0,118997
618,2016-03-25 16:56:42,92287544,21880.0,6525.0,0,59458
619,2016-03-25 16:56:52,92413051,21910.0,6535.0,0,125507
620,2016-03-25 16:57:02,92524216,21936.0,6539.0,0,111165
621,2016-03-25 16:57:12,92616069,21958.0,6548.0,0,91853
622,2016-03-25 16:57:22,92679964,21973.0,6552.0,0,63895
623,2016-03-25 16:57:32,92798266,22001.0,6562.0,0,118302
624,2016-03-25 16:57:43,92879585,22020.0,6562.0,0,81319
625,2016-03-25 16:57:53,93001938,22049.0,6575.0,0,122353
626,2016-03-25 16:58:03,93091803,22071.0,6580.0,0,89865
627,2016-03-25 16:58:13,93181278,22092.0,6587.0,0,89475
628,2016-03-25 16:58:23,93181278,22092.0,6587.0,0,0
629,2016-03-25 16:58:34,93181278,22092.0,6587.0,0,0
630,2016-03-25 16:58:44,93181278,22092.0,6587.0,0,0
631,2016-03-25 16:58:54,93181278,22092.0,6589.0,0,0
632,2016-03-25 16:59:04,93181278,22092.0,6589.0,0,0
633,2016-03-25 16:59:15,93181278,22092.0,6589.0,0,0
634,2016-03-25 16:59:25,93181278,22092.0,6589.0,0,0
635,2016-03-25 16:59:35,93181278,22092.0,6589.0,0,0
636,2016-03-25 16:59:46,93181278,22092.0,6589.0,0,0
637,2016-03-25 16:59:56,93181278,22092.0,6589.0,0,0
638,2016-03-25 17:00:06,93181278,22092.0,6589.0,0,0
639,2016-03-25 17:00:17,93181278,22092.0,6589.0,0,0
640,2016-03-25 17:00:27,93181278,22092.0,6589.0,0,0
641,2016-03-25 17:00:37,93181278,22092.0,6589.0,0,0
642,2016-03-25 17:00:48,93181278,22092.0,6589.0,0,0
643,2016-03-25 17:00:58,93181278,22092.0,6589.0,0,0
644,2016-03-25 17:01:08,93181278,22092.0,6589.0,0,0
645,2016-03-25 17:01:18,93181278,22092.0,6589.0,0,0
646,2016-03-25 17:01:29,93181278,22092.0,6589.0,0,0
647,2016-03-25 17:01:39,93181278,22092.0,6589.0,0,0
648,2016-03-25 17:01:49,93181278,22092.0,6589.0,0,0
649,2016-03-25 17:01:59,93181278,22092.0,6589.0,0,0
650,2016-03-25 17:02:10,93181278,22092.0,6589.0,0,0
651,2016-03-25 17:02:20,93181278,22092.0,6589.0,0,0
652,2016-03-25 17:02:30,93181278,22092.0,6589.0,0,0
653,2016-03-25 17:02:41,93181278,22092.0,6589.0,0,0
654,2016-03-25 17:02:51,93181278,22092.0,6589.0,0,0
655,2016-03-25 17:03:01,93181278,22092.0,6589.0,0,0
656,2016-03-25 17:03:12,93181278,22092.0,6589.0,0,0
657,2016-03-25 17:03:22,93181278,22092.0,6589.0,0,0
658,2016-03-25 17:03:32,93181278,22092.0,6589.0,0,0
659,2016-03-25 17:03:42,93181278,22092.0,6589.0,0,0
660,2016-03-25 17:03:53,93181278,22092.0,6589.0,0,0
661,2016-03-25 17:04:03,93181278,22092.0,6589.0,0,0
662,2016-03-25 17:04:13,93181278,22092.0,6589.0,0,0
663,2016-03-25 17:04:24,93181278,22092.0,6589.0,0,0
664,2016-03-25 17:04:34,93181278,22092.0,6589.0,0,0
665,2016-03-25 17:04:44,93181278,22092.0,6589.0,0,0
666,2016-03-25 17:04:54,93181278,22092.0,6589.0,0,0
667,2016-03-25 17:05:05,93181278,22092.0,6589.0,0,0
668,2016-03-25 17:05:15,93181278,22092.0,6589.0,0,0
669,2016-03-25 17:05:25,93181278,22092.0,6589.0,0,0
670,2016-03-25 17:05:36,93181278,22092.0,6589.0,0,0
671,2016-03-25 17:05:46,93181278,22092.0,6589.0,0,0
672,2016-03-25 17:05:56,93181278,22092.0,6589.0,0,0
673,2016-03-25 17:06:06,93181278,22092.0,6589.0,0,0
674,2016-03-25 17:06:17,93181278,22092.0,6589.0,0,0
675,2016-03-25 17:06:27,93181278,22092.0,6589.0,0,0
676,2016-03-25 17:06:37,93181278,22092.0,6589.0,0,0
677,2016-03-25 17:06:48,93181278,22092.0,6589.0,0,0
678,2016-03-25 17:06:58,93181278,22092.0,6589.0,0,0
679,2016-03-25 17:07:08,93181278,22092.0,6589.0,0,0
680,2016-03-25 17:07:19,93181278,22092.0,6589.0,0,0
681,2016-03-25 17:07:29,93181278,22092.0,6589.0,0,0
682,2016-03-25 17:07:39,93181278,22092.0,6589.0,0,0
683,2016-03-25 17:07:50,93181278,22092.0,6589.0,0,0
684,2016-03-25 17:08:00,93181278,22092.0,6589.0,0,0
685,2016-03-25 17:08:10,93181278,22092.0,6589.0,0,0
686,2016-03-25 17:08:20,93181278,22092.0,6589.0,0,0
687,2016-03-25 17:08:31,93181278,22092.0,6589.0,0,0
688,2016-03-25 17:08:41,93181278,22092.0,6589.0,0,0
689,2016-03-25 17:08:51,93181278,22092.0,6589.0,0,0
690,2016-03-25 17:09:02,93181278,22092.0,6589.0,0,0
691,2016-03-25 17:09:12,93181278,22092.0,6589.0,0,0
692,2016-03-25 17:09:22,93181278,22092.0,6589.0,0,0
693,2016-03-25 17:09:32,93181278,22092.0,6589.0,0,0
694,2016-03-25 17:09:43,93181278,22092.0,6589.0,0,0
695,2016-03-25 17:09:53,93181278,22092.0,6589.0,0,0
696,2016-03-25 17:10:03,93181278,22092.0,6589.0,0,0
697,2016-03-25 17:10:13,93181278,22092.0,6589.0,0,0
698,2016-03-25 17:10:24,93181278,22092.0,6589.0,0,0
699,2016-03-25 17:10:34,93181278,22092.0,6589.0,0,0
700,2016-03-25 17:10:44,93181278,22092.0,6589.0,0,0
701,2016-03-25 17:10:55,93181278,22092.0,6589.0,0,0
702,2016-03-25 17:11:05,93181278,22092.0,6589.0,0,0
703,2016-03-25 17:11:15,93181278,22092.0,6589.0,0,0
704,2016-03-25 17:11:25,93181278,22092.0,6589.0,0,0
705,2016-03-25 17:11:36,93181278,22092.0,6589.0,0,0
706,2016-03-25 17:11:46,93181278,22092.0,6589.0,0,0
707,2016-03-25 17:11:56,93181278,22092.0,6589.0,0,0
708,2016-03-25 17:12:07,93181278,22092.0,6589.0,0,0
709,2016-03-25 17:12:17,93181278,22092.0,6589.0,0,0
710,2016-03-25 17:12:27,93181278,22092.0,6589.0,0,0
711,2016-03-25 17:12:37,93181278,22092.0,6589.0,0,0
712,2016-03-25 17:12:48,93181278,22092.0,6589.0,0,0
713,2016-03-25 17:12:58,93181278,22092.0,6589.0,0,0
714,2016-03-25 17:13:08,93181278,22092.0,6589.0,0,0
715,2016-03-25 17:13:18,93181278,22092.0,6589.0,0,0
716,2016-03-25 17:13:29,93181278,22092.0,6589.0,0,0
717,2016-03-25 17:13:39,93181278,22092.0,6589.0,0,0
718,2016-03-25 17:13:49,93181278,22092.0,6589.0,0,0
719,2016-03-25 17:14:00,93181278,22092.0,6589.0,0,0
720,2016-03-25 17:14:10,93181278,22092.0,6589.0,0,0
721,2016-03-25 17:14:20,93181278,22092.0,6589.0,0,0
722,2016-03-25 17:14:31,93181278,22092.0,6589.0,0,0
723,2016-03-25 17:14:41,93181278,22092.0,6589.0,0,0
724,2016-03-25 17:14:51,93181278,22092.0,6589.0,0,0
725,2016-03-25 17:15:01,93181278,22092.0,6589.0,0,0
726,2016-03-25 17:15:12,93181278,22092.0,6589.0,0,0
727,2016-03-25 17:15:22,93181278,22092.0,6589.0,0,0
728,2016-03-25 17:15:32,93181278,22092.0,6589.0,0,0
729,2016-03-25 17:15:43,93181278,22092.0,6589.0,0,0
730,2016-03-25 17:15:53,93181278,22092.0,6589.0,0,0
731,2016-03-25 17:16:03,93181278,22092.0,6589.0,0,0
732,2016-03-25 17:16:14,93181278,22092.0,6589.0,0,0
733,2016-03-25 17:16:24,93181278,22092.0,6589.0,0,0
734,2016-03-25 17:16:34,93181278,22092.0,6589.0,0,0
735,2016-03-25 17:16:44,93181278,22092.0,6589.0,0,0
736,2016-03-25 17:16:55,93181278,22092.0,6589.0,0,0
737,2016-03-25 17:17:05,93181278,22092.0,6589.0,0,0
738,2016-03-25 17:17:15,93181278,22092.0,6589.0,0,0
739,2016-03-25 17:17:25,93181278,22092.0,6589.0,0,0
740,2016-03-25 17:17:36,93181278,22092.0,6589.0,0,0
741,2016-03-25 17:17:46,93181278,22092.0,6589.0,0,0
742,2016-03-25 17:17:56,93181278,22092.0,6589.0,0,0
743,2016-03-25 17:18:06,93181278,22092.0,6589.0,0,0
744,2016-03-25 17:18:17,93181278,22092.0,6589.0,0,0
745,2016-03-25 17:18:27,93181278,22092.0,6589.0,0,0
746,2016-03-25 17:18:37,93181278,22092.0,6589.0,0,0
747,2016-03-25 17:18:48,93181278,22092.0,6589.0,0,0
748,2016-03-25 17:18:58,93181278,22092.0,6589.0,0,0
749,2016-03-25 17:19:08,93181278,22092.0,6589.0,0,0
750,2016-03-25 17:19:19,93181278,22092.0,6589.0,0,0
751,2016-03-25 17:19:29,93181278,22092.0,6589.0,0,0
752,2016-03-25 17:19:39,93181278,22092.0,6589.0,0,0
753,2016-03-25 17:19:49,93181278,22092.0,6589.0,0,0
754,2016-03-25 17:20:00,93181278,22092.0,6589.0,0,0
755,2016-03-25 17:20:10,93181278,22092.0,6589.0,0,0
756,2016-03-25 17:20:20,93181278,22092.0,6589.0,0,0
757,2016-03-25 17:20:31,93181278,22092.0,6589.0,0,0
758,2016-03-25 17:20:41,93181278,22092.0,6589.0,0,0
759,2016-03-25 17:20:51,93181278,22092.0,6589.0,0,0
760,2016-03-25 17:21:01,93181278,22092.0,6589.0,0,0
761,2016-03-25 17:21:12,93181278,22092.0,6589.0,0,0
762,2016-03-25 17:21:22,93181278,22092.0,6589.0,0,0
763,2016-03-25 17:21:32,93181278,22092.0,6589.0,0,0
764,2016-03-25 17:21:42,93181278,22092.0,6589.0,0,0
765,2016-03-25 17:21:53,93181278,22092.0,6589.0,0,0
766,2016-03-25 17:22:03,93181278,22092.0,6589.0,0,0
767,2016-03-25 17:22:13,93181278,22092.0,6589.0,0,0
768,2016-03-25 17:22:24,93181278,22092.0,6589.0,0,0
769,2016-03-25 17:22:34,93181278,22092.0,6589.0,0,0
770,2016-03-25 17:22:44,93181278,22092.0,6589.0,0,0
771,2016-03-25 17:22:54,93181278,22092.0,6589.0,0,0
772,2016-03-25 17:23:05,93181278,22092.0,6589.0,0,0
773,2016-03-25 17:23:15,93181278,22092.0,6589.0,0,0
774,2016-03-25 17:23:25,93181278,22092.0,6589.0,0,0
775,2016-03-25 17:23:36,93181278,22092.0,6589.0,0,0
776,2016-03-25 17:23:46,93181278,22092.0,6589.0,0,0
777,2016-03-25 17:23:56,93181278,22092.0,6589.0,0,0
778,2016-03-25 17:24:07,93181278,22092.0,6589.0,0,0
779,2016-03-25 17:24:17,93181278,22092.0,6589.0,0,0
780,2016-03-25 17:24:27,93181278,22092.0,6589.0,0,0
781,2016-03-25 17:24:37,93181278,22092.0,6589.0,0,0
782,2016-03-25 17:24:48,93181278,22092.0,6589.0,0,0
783,2016-03-25 17:24:58,93181278,22092.0,6589.0,0,0
784,2016-03-25 17:25:08,93181278,22092.0,6589.0,0,0
785,2016-03-25 17:25:19,93181278,22092.0,6589.0,0,0
786,2016-03-25 17:25:29,93181278,22092.0,6589.0,0,0
787,2016-03-25 17:25:39,93181278,22092.0,6589.0,0,0
788,2016-03-25 17:25:49,93181278,22092.0,6589.0,0,0
789,2016-03-25 17:26:00,93181278,22092.0,6589.0,0,0
790,2016-03-25 17:26:10,93181278,22092.0,6589.0,0,0
791,2016-03-25 17:26:20,93181278,22092.0,6589.0,0,0
792,2016-03-25 17:26:31,93181278,22092.0,6589.0,0,0
793,2016-03-25 17:26:41,93181278,22092.0,6589.0,0,0
794,2016-03-25 17:26:51,93181278,22092.0,6589.0,0,0
795,2016-03-25 17:27:02,93181278,22092.0,6589.0,0,0
796,2016-03-25 17:27:12,93181278,22092.0,6589.0,0,0
797,2016-03-25 17:27:22,93181278,22092.0,6589.0,0,0
798,2016-03-25 17:27:32,93181278,22092.0,6589.0,0,0
799,2016-03-25 17:27:43,93181278,22092.0,6589.0,0,0
800,2016-03-25 17:27:53,93181278,22092.0,6589.0,0,0
801,2016-03-25 17:28:03,93181278,22092.0,6589.0,0,0
802,2016-03-25 17:28:14,93181278,22092.0,6589.0,0,0
803,2016-03-25 17:28:24,93181278,22092.0,6589.0,0,0
804,2016-03-25 17:28:34,93181278,22092.0,6589.0,0,0
805,2016-03-25 17:28:44,93181278,22092.0,6589.0,0,0
806,2016-03-25 17:28:55,93181278,22092.0,6589.0,0,0
807,2016-03-25 17:29:05,93181278,22092.0,6589.0,0,0
808,2016-03-25 17:29:15,93181278,22092.0,6589.0,0,0
809,2016-03-25 17:29:25,93181278,22092.0,6589.0,0,0
810,2016-03-25 17:29:36,93181278,22092.0,6589.0,0,0
811,2016-03-25 17:29:46,93181278,22092.0,6589.0,0,0
812,2016-03-25 17:29:56,93181278,22092.0,6589.0,0,0
813,2016-03-25 17:30:06,93181278,22092.0,6589.0,0,0
